pid,center_gps,coordinate,photo_counts,matched_aoi,matched_aid
788,"[35.0160689, 135.79585987]","[[35.01672, 135.796279], [35.01672, 135.795253], [35.015625, 135.796279], [35.015625, 135.795253]]",43,"[""Philosopher's Path, 哲学の道""]",[54]
789,"[35.01553871, 135.79574234]","[[35.01571, 135.796086], [35.01571, 135.795], [35.015283, 135.796086], [35.015283, 135.795]]",20,"[""Philosopher's Path, 哲学の道""]",[54]
790,"[35.01539657, 135.79365794]","[[35.015499, 135.793833], [35.015499, 135.793613], [35.015166, 135.793833], [35.015166, 135.793613]]",6,[],[]
791,"[35.01355728, 135.79514764]","[[35.013561, 135.795425], [35.013561, 135.795047], [35.013341, 135.795425], [35.013341, 135.795047]]",11,"['Eikan-dō Zenrin-ji, 永観堂']",[57]
792,"[35.0138982, 135.79485203]","[[35.0143, 135.795288], [35.0143, 135.794525], [35.013575, 135.795288], [35.013575, 135.794525]]",46,"['Eikan-dō Zenrin-ji, 永観堂']",[57]
793,"[35.01460611, 135.79438763]","[[35.014708, 135.794476], [35.014708, 135.794212], [35.014175, 135.794476], [35.014175, 135.794212]]",20,"['Eikan-dō Zenrin-ji, 永観堂']",[57]
794,"[35.01468405, 135.79371609]","[[35.015175, 135.794158], [35.015175, 135.793611], [35.014333, 135.794158], [35.014333, 135.793611]]",48,[],[]
795,"[35.01452944, 135.79486562]","[[35.015016, 135.794969], [35.015016, 135.794443], [35.014391, 135.794969], [35.014391, 135.794443]]",55,"['Eikan-dō Zenrin-ji, 永観堂']",[57]
796,"[35.01701138, 135.79599339]","[[35.017544, 135.796047], [35.017544, 135.795246], [35.016636, 135.796047], [35.016636, 135.795246]]",36,"[""Philosopher's Path, 哲学の道""]",[54]
797,"[35.01772739, 135.79563381]","[[35.017772, 135.795661], [35.017772, 135.795296], [35.01766, 135.795661], [35.01766, 135.795296]]",3,"[""Philosopher's Path, 哲学の道""]",[54]
798,"[35.02836536, 135.7982358]","[[35.02852, 135.79874], [35.02852, 135.797474], [35.027923, 135.79874], [35.027923, 135.797474]]",63,[],[]
799,"[35.11293049, 135.77187826]","[[35.113166, 135.772188], [35.113166, 135.771769], [35.112657, 135.772188], [35.112657, 135.771769]]",30,[],[]
800,"[35.11297619, 135.77315472]","[[35.113333, 135.773427], [35.113333, 135.772825], [35.112747, 135.773427], [35.112747, 135.772825]]",63,[],[]
801,"[35.11271965, 135.7728687]","[[35.112869, 135.772902], [35.112869, 135.772647], [35.112661, 135.772902], [35.112661, 135.772647]]",7,[],[]
802,"[35.11298458, 135.77253253]","[[35.113309, 135.77275], [35.113309, 135.772511], [35.112968, 135.77275], [35.112968, 135.772511]]",9,[],[]
803,"[35.1141347, 135.77307944]","[[35.114502, 135.773469], [35.114502, 135.772712], [35.113666, 135.773469], [35.113666, 135.772712]]",56,[],[]
804,"[35.11387205, 135.77345986]","[[35.114166, 135.773666], [35.114166, 135.77335], [35.113572, 135.773666], [35.113572, 135.77335]]",6,[],[]
805,"[35.06111593, 135.6784795]","[[35.061566, 135.678742], [35.061566, 135.67805], [35.060651, 135.678742], [35.060651, 135.67805]]",15,"['Kōzan-ji, 高山寺']",[1]
806,"[35.06014391, 135.67851092]","[[35.060372, 135.679], [35.060372, 135.67785], [35.059816, 135.679], [35.059816, 135.67785]]",49,"['Kōzan-ji, 高山寺']",[1]
807,"[35.05452049, 135.67337815]","[[35.054893, 135.673477], [35.054893, 135.673141], [35.05429, 135.673477], [35.05429, 135.673141]]",11,[],[]
808,"[35.05595697, 135.67367733]","[[35.05656, 135.674484], [35.05656, 135.673095], [35.055576, 135.674484], [35.055576, 135.673095]]",34,[],[]
809,"[35.05581075, 135.67318982]","[[35.0554, 135.6731], [35.0554, 135.6729], [35.055209, 135.6731], [35.055209, 135.6729]]",4,[],[]
810,"[35.05496361, 135.67219172]","[[35.05503, 135.672454], [35.05503, 135.671877], [35.054668, 135.672454], [35.054668, 135.671877]]",32,[],[]
811,"[35.05439779, 135.67249563]","[[35.05463, 135.672683], [35.05463, 135.672286], [35.054122, 135.672683], [35.054122, 135.672286]]",16,[],[]
812,"[35.05501085, 135.66927249]","[[35.0553, 135.6694], [35.0553, 135.669044], [35.054633, 135.6694], [35.054633, 135.669044]]",6,"['Jingo-ji, 神護寺']",[2]
813,"[35.0547097, 135.66961562]","[[35.054983, 135.670075], [35.054983, 135.66935], [35.054333, 135.670075], [35.054333, 135.66935]]",45,"['Jingo-ji, 神護寺']",[2]
814,"[35.05466969, 135.67082763]","[[35.055052, 135.671188], [35.055052, 135.67044], [35.054454, 135.671188], [35.054454, 135.67044]]",48,"['Jingo-ji, 神護寺']",[2]
815,"[35.05465115, 135.6704868]","[[35.054927, 135.670369], [35.054927, 135.670181], [35.054381, 135.670369], [35.054381, 135.670181]]",7,"['Jingo-ji, 神護寺']",[2]
816,"[35.05468245, 135.67129037]","[[35.054833, 135.67165], [35.054833, 135.671188], [35.054358, 135.67165], [35.054358, 135.671188]]",15,"['Jingo-ji, 神護寺']",[2]
817,"[35.03163889, 135.72344596]","[[35.031737, 135.723631], [35.031737, 135.723379], [35.031479, 135.723631], [35.031479, 135.723379]]",4,[],[]
818,"[35.0313579, 135.72396384]","[[35.031553, 135.724052], [35.031553, 135.723775], [35.031112, 135.724052], [35.031112, 135.723775]]",11,[],[]
819,"[35.03294251, 135.76175865]","[[35.033317, 135.762306], [35.033317, 135.76156], [35.032616, 135.762306], [35.032616, 135.76156]]",12,"['Shōkoku-ji, 相国寺']",[40]
820,"[35.05692963, 135.67498881]","[[35.057408, 135.675163], [35.057408, 135.674452], [35.05675, 135.675163], [35.05675, 135.674452]]",30,[],[]
821,"[35.02138607, 135.79597904]","[[35.021519, 135.796016], [35.021519, 135.795958], [35.021372, 135.796016], [35.021372, 135.795958]]",4,"[""Philosopher's Path, 哲学の道""]",[54]
822,"[35.02124292, 135.79615439]","[[35.021299, 135.7962], [35.021299, 135.796114], [35.021219, 135.7962], [35.021219, 135.796114]]",5,"[""Philosopher's Path, 哲学の道""]",[54]
823,"[35.02155658, 135.79677358]","[[35.02159, 135.796831], [35.02159, 135.796757], [35.021526, 135.796831], [35.021526, 135.796757]]",3,"['Anrakuji, 安楽寺']",[56]
824,"[35.02144022, 135.79634671]","[[35.021461, 135.796361], [35.021461, 135.796253], [35.021421, 135.796361], [35.021421, 135.796253]]",4,"[""Philosopher's Path, 哲学の道"", 'Anrakuji, 安楽寺']","[54, 56]"
825,"[35.00256921, 135.78227021]","[[35.002819, 135.783055], [35.002819, 135.781702], [35.0017, 135.783055], [35.0017, 135.781702]]",176,[],[]
826,"[35.00241866, 135.78355994]","[[35.003003, 135.784448], [35.003003, 135.783119], [35.002272, 135.784448], [35.002272, 135.783119]]",11,[],[]
827,"[35.00874082, 135.75192812]","[[35.009213, 135.752102], [35.009213, 135.751463], [35.008472, 135.752102], [35.008472, 135.751463]]",23,[],[]
828,"[35.00858092, 135.75070704]","[[35.008662, 135.751061], [35.008662, 135.750632], [35.008487, 135.751061], [35.008487, 135.750632]]",33,[],[]
829,"[35.01746752, 135.75189537]","[[35.017695, 135.752563], [35.017695, 135.751361], [35.01737, 135.752563], [35.01737, 135.751361]]",8,[],[]
830,"[34.89480058, 135.80625606]","[[34.895083, 135.806534], [34.895083, 135.805627], [34.893916, 135.806534], [34.893916, 135.805627]]",70,[],[]
831,"[34.89345556, 135.80686411]","[[34.893666, 135.807838], [34.893666, 135.805778], [34.892738, 135.807838], [34.892738, 135.805778]]",24,[],[]
832,"[34.89288686, 135.80784517]","[[34.89323, 135.808191], [34.89323, 135.807822], [34.892322, 135.808191], [34.892322, 135.807822]]",5,[],[]
833,"[35.01435491, 135.76741587]","[[35.015277, 135.768166], [35.015277, 135.766572], [35.013242, 135.768166], [35.013242, 135.766572]]",129,[],[]
834,"[35.01286914, 135.76658513]","[[35.013166, 135.767333], [35.013166, 135.767], [35.013, 135.767333], [35.013, 135.767]]",5,[],[]
835,"[35.0131217, 135.76510311]","[[35.013472, 135.766167], [35.013472, 135.764861], [35.012816, 135.766167], [35.012816, 135.764861]]",42,[],[]
836,"[35.0128937, 135.76577115]","[[35.013695, 135.766833], [35.013695, 135.765833], [35.012166, 135.766833], [35.012166, 135.765833]]",65,[],[]
837,"[35.01316746, 135.76949373]","[[35.01318, 135.769561], [35.01318, 135.769386], [35.013152, 135.769561], [35.013152, 135.769386]]",5,[],[]
838,"[35.01317081, 135.77023452]","[[35.013759, 135.770657], [35.013759, 135.769901], [35.013, 135.770657], [35.013, 135.769901]]",81,[],[]
839,"[35.01479775, 135.77191323]","[[35.015469, 135.7725], [35.015469, 135.770931], [35.01411, 135.7725], [35.01411, 135.770931]]",18,[],[]
840,"[35.01932793, 135.77161124]","[[35.019593, 135.771916], [35.019593, 135.77136], [35.019172, 135.771916], [35.019172, 135.77136]]",8,[],[]
841,"[35.02308163, 135.80436825]","[[35.0231, 135.804413], [35.0231, 135.80433], [35.023066, 135.804413], [35.023066, 135.80433]]",44,[],[]
842,"[35.02280073, 135.80481965]","[[35.022805, 135.804961], [35.022805, 135.804811], [35.022761, 135.804961], [35.022761, 135.804811]]",4,[],[]
843,"[35.05457288, 135.73184218]","[[35.054827, 135.731919], [35.054827, 135.731766], [35.054313, 135.731919], [35.054313, 135.731766]]",7,[],[]
844,"[35.05434829, 135.73150353]","[[35.054351, 135.73162], [35.054351, 135.731503], [35.05417, 135.73162], [35.05417, 135.731503]]",14,[],[]
845,"[34.9909685, 135.68616075]","[[34.991402, 135.686747], [34.991402, 135.685929], [34.990472, 135.686747], [34.990472, 135.685929]]",14,[],[]
846,"[35.01102358, 135.86446417]","[[35.011594, 135.86505], [35.011594, 135.863844], [35.010741, 135.86505], [35.010741, 135.863844]]",18,[],[]
847,"[35.01152444, 135.86384496]","[[35.011786, 135.864241], [35.011786, 135.8632], [35.011358, 135.864241], [35.011358, 135.8632]]",9,[],[]
848,"[35.02295546, 135.63955504]","[[35.023036, 135.639572], [35.023036, 135.639472], [35.022955, 135.639572], [35.022955, 135.639472]]",3,[],[]
849,"[35.01244498, 135.57671648]","[[35.012446, 135.576723], [35.012446, 135.57671], [35.012373, 135.576723], [35.012373, 135.57671]]",3,[],[]
850,"[35.01615125, 135.7674188]","[[35.016517, 135.768013], [35.016517, 135.766983], [35.0155, 135.768013], [35.0155, 135.766983]]",128,[],[]
851,"[35.01701708, 135.76739247]","[[35.0175, 135.767638], [35.0175, 135.767288], [35.016922, 135.767638], [35.016922, 135.767288]]",31,[],[]
852,"[35.00356112, 135.74723659]","[[35.004057, 135.747636], [35.004057, 135.746726], [35.003219, 135.747636], [35.003219, 135.746726]]",13,[],[]
853,"[35.00358432, 135.74862344]","[[35.004002, 135.749645], [35.004002, 135.748097], [35.003061, 135.749645], [35.003061, 135.748097]]",130,[],[]
854,"[35.00359557, 135.74971018]","[[35.003952, 135.750534], [35.003952, 135.749771], [35.00355, 135.750534], [35.00355, 135.749771]]",28,[],[]
855,"[35.02997206, 135.75250377]","[[35.030095, 135.752563], [35.030095, 135.752166], [35.029617, 135.752563], [35.029617, 135.752166]]",7,[],[]
856,"[35.04832855, 135.76104281]","[[35.049544, 135.761847], [35.049544, 135.759308], [35.047372, 135.761847], [35.047372, 135.759308]]",62,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
857,"[35.05023862, 135.76464029]","[[35.050891, 135.765006], [35.050891, 135.764677], [35.050141, 135.765006], [35.050141, 135.764677]]",12,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
858,"[35.0492057, 135.76350565]","[[35.050569, 135.76488], [35.050569, 135.762055], [35.048548, 135.76488], [35.048548, 135.762055]]",336,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
859,"[35.05845026, 135.75266449]","[[35.058861, 135.753066], [35.058861, 135.7525], [35.058166, 135.753066], [35.058166, 135.7525]]",14,"['Kamigamo-jinja, 上賀茂神社']",[36]
860,"[35.05801784, 135.75247441]","[[35.058315, 135.752547], [35.058315, 135.752048], [35.05775, 135.752547], [35.05775, 135.752048]]",22,"['Kamigamo-jinja, 上賀茂神社']",[36]
861,"[35.05769358, 135.75220661]","[[35.058, 135.75218], [35.058, 135.752], [35.057572, 135.75218], [35.057572, 135.752]]",3,[],[]
862,"[35.05942813, 135.75244621]","[[35.059369, 135.752906], [35.059369, 135.752166], [35.058858, 135.752906], [35.058858, 135.752166]]",99,"['Kamigamo-jinja, 上賀茂神社']",[36]
863,"[35.05977429, 135.75255825]","[[35.060044, 135.752988], [35.060044, 135.752183], [35.059413, 135.752988], [35.059413, 135.752183]]",18,"['Kamigamo-jinja, 上賀茂神社']",[36]
864,"[35.06001896, 135.75279796]","[[35.060431, 135.753442], [35.060431, 135.752409], [35.059632, 135.753442], [35.059632, 135.752409]]",83,"['Kamigamo-jinja, 上賀茂神社']",[36]
865,"[35.05954044, 135.75329434]","[[35.059643, 135.753653], [35.059643, 135.753143], [35.059319, 135.753653], [35.059319, 135.753143]]",8,"['Kamigamo-jinja, 上賀茂神社']",[36]
866,"[35.05957857, 135.75388514]","[[35.059686, 135.754227], [35.059686, 135.7538], [35.05938, 135.754227], [35.05938, 135.7538]]",6,"['Kamigamo-jinja, 上賀茂神社']",[36]
867,"[35.05965533, 135.75425439]","[[35.059736, 135.754402], [35.059736, 135.754302], [35.059369, 135.754402], [35.059369, 135.754302]]",4,[],[]
868,"[35.00258275, 135.76483174]","[[35.002666, 135.764833], [35.002666, 135.76437], [35.0025, 135.764833], [35.0025, 135.76437]]",3,"['Kawaramachi Street, 河原町']",[88]
869,"[35.00250653, 135.76375388]","[[35.002944, 135.764], [35.002944, 135.763383], [35.0025, 135.764], [35.0025, 135.763383]]",12,"['Kawaramachi Street, 河原町']",[88]
870,"[35.01805175, 135.75084662]","[[35.018328, 135.75119], [35.018328, 135.750846], [35.018047, 135.75119], [35.018047, 135.750846]]",111,[],[]
871,"[34.98638866, 135.75259974]","[[34.986763, 135.752563], [34.986763, 135.751953], [34.985846, 135.752563], [34.985846, 135.751953]]",40,[],[]
872,"[34.98699778, 135.75400304]","[[34.987597, 135.755405], [34.987597, 135.752713], [34.986166, 135.755405], [34.986166, 135.752713]]",46,[],[]
873,"[34.98719012, 135.75513384]","[[34.987833, 135.755486], [34.987833, 135.755333], [34.98708, 135.755486], [34.98708, 135.755333]]",4,[],[]
874,"[34.9915581, 135.75051616]","[[34.991753, 135.750589], [34.991753, 135.749816], [34.991191, 135.750589], [34.991191, 135.749816]]",6,[],[]
875,"[35.0203622, 135.79555355]","[[35.0205, 135.795761], [35.0205, 135.795327], [35.020174, 135.795761], [35.020174, 135.795327]]",11,"[""Philosopher's Path, 哲学の道""]",[54]
876,"[35.02085128, 135.79667301]","[[35.020902, 135.796704], [35.020902, 135.796432], [35.020718, 135.796704], [35.020718, 135.796432]]",9,[],[]
877,"[35.02076009, 135.79649335]","[[35.020709, 135.796329], [35.020709, 135.796199], [35.020665, 135.796329], [35.020665, 135.796199]]",3,"[""Philosopher's Path, 哲学の道""]",[54]
878,"[35.02242799, 135.71974729]","[[35.0225, 135.720114], [35.0225, 135.71968], [35.022236, 135.720114], [35.022236, 135.71968]]",4,"['Myōshinji Temple, 妙心寺']",[34]
879,"[35.03952472, 135.74212168]","[[35.039866, 135.742516], [35.039866, 135.741588], [35.039422, 135.742516], [35.039422, 135.741588]]",32,[],[]
880,"[35.00868528, 135.77897326]","[[35.008805, 135.779622], [35.008805, 135.778488], [35.008513, 135.779622], [35.008513, 135.778488]]",21,[],[]
881,"[35.00952241, 135.77805241]","[[35.009952, 135.778315], [35.009952, 135.777543], [35.009, 135.778315], [35.009, 135.777543]]",13,[],[]
882,"[35.02035121, 135.7998552]","[[35.020577, 135.799856], [35.020577, 135.799591], [35.02035, 135.799856], [35.02035, 135.799591]]",6,[],[]
883,"[35.01019377, 135.75707495]","[[35.01042, 135.757638], [35.01042, 135.757008], [35.010117, 135.757638], [35.010117, 135.757008]]",5,[],[]
884,"[35.01015341, 135.75806986]","[[35.010408, 135.758228], [35.010408, 135.757827], [35.009752, 135.758228], [35.009752, 135.757827]]",7,[],[]
885,"[34.99888297, 135.76417895]","[[34.998784, 135.764579], [34.998784, 135.763978], [34.998529, 135.764579], [34.998529, 135.763978]]",4,[],[]
886,"[35.01374031, 135.76390563]","[[35.013829, 135.763922], [35.013829, 135.763893], [35.013713, 135.763922], [35.013713, 135.763893]]",3,[],[]
887,"[35.01367664, 135.7643076]","[[35.013697, 135.764381], [35.013697, 135.764247], [35.013649, 135.764381], [35.013649, 135.764247]]",5,[],[]
888,"[35.00416234, 135.69490679]","[[35.004356, 135.695271], [35.004356, 135.694901], [35.004022, 135.695271], [35.004022, 135.694901]]",117,[],[]
889,"[34.98965738, 135.78524661]","[[34.989658, 135.785386], [34.989658, 135.785155], [34.989488, 135.785386], [34.989488, 135.785155]]",4,[],[]
890,"[34.99768221, 135.77119261]","[[34.997686, 135.771266], [34.997686, 135.771186], [34.997486, 135.771266], [34.997486, 135.771186]]",5,[],[]
891,"[35.02742799, 135.73100931]","[[35.028098, 135.731666], [35.028098, 135.730264], [35.027372, 135.731666], [35.027372, 135.730264]]",35,[],[]
892,"[35.01838328, 135.78552112]","[[35.018422, 135.785908], [35.018422, 135.78535], [35.017977, 135.785908], [35.017977, 135.78535]]",10,[],[]
893,"[35.01662721, 135.684734]","[[35.016642, 135.684734], [35.016642, 135.684734], [35.016569, 135.684734], [35.016569, 135.684734]]",3,"['Rokuo-in Temple, 鹿王院']",[21]
894,"[35.01657251, 135.68453098]","[[35.016654, 135.684531], [35.016654, 135.684353], [35.016572, 135.684531], [35.016572, 135.684353]]",6,"['Rokuo-in Temple, 鹿王院']",[21]
895,"[35.02073973, 135.76373677]","[[35.020859, 135.763893], [35.020859, 135.763721], [35.020718, 135.763893], [35.020718, 135.763721]]",3,['京都御所'],[41]
896,"[35.04316574, 135.74320651]","[[35.043186, 135.743219], [35.043186, 135.743125], [35.043122, 135.743219], [35.043122, 135.743125]]",58,"['Daitoku-ji, 大徳寺']",[35]
897,"[35.0429019, 135.74318969]","[[35.042913, 135.743205], [35.042913, 135.743185], [35.042898, 135.743205], [35.042898, 135.743185]]",4,"['Daitoku-ji, 大徳寺']",[35]
898,"[35.0430152, 135.74317724]","[[35.043047, 135.743188], [35.043047, 135.743141], [35.043, 135.743188], [35.043, 135.743141]]",7,"['Daitoku-ji, 大徳寺']",[35]
899,"[35.04292565, 135.7433862]","[[35.043013, 135.743433], [35.043013, 135.743361], [35.042888, 135.743433], [35.042888, 135.743361]]",10,"['Daitoku-ji, 大徳寺']",[35]
900,"[35.04301186, 135.7434589]","[[35.043022, 135.743463], [35.043022, 135.743458], [35.042988, 135.743463], [35.042988, 135.743458]]",3,"['Daitoku-ji, 大徳寺']",[35]
901,"[35.0452695, 135.7427045]","[[35.045288, 135.742714], [35.045288, 135.742613], [35.045268, 135.742714], [35.045268, 135.742613]]",3,"['Daitoku-ji, 大徳寺']",[35]
902,"[35.04570896, 135.74232937]","[[35.045854, 135.74233], [35.045854, 135.742288], [35.045707, 135.74233], [35.045707, 135.742288]]",4,[],[]
903,"[35.04529587, 135.74214202]","[[35.045333, 135.742275], [35.045333, 135.742124], [35.045114, 135.742275], [35.045114, 135.742124]]",4,[],[]
904,"[35.04493061, 135.7421206]","[[35.045053, 135.742247], [35.045053, 135.742111], [35.044902, 135.742247], [35.044902, 135.742111]]",4,[],[]
905,"[35.04549483, 135.74187715]","[[35.045537, 135.742074], [35.045537, 135.741822], [35.04541, 135.742074], [35.04541, 135.741822]]",14,[],[]
906,"[35.0455571, 135.74209942]","[[35.045575, 135.742141], [35.045575, 135.742097], [35.045548, 135.742141], [35.045548, 135.742097]]",3,[],[]
907,"[35.04579694, 135.74196233]","[[35.046006, 135.742141], [35.046006, 135.741822], [35.045636, 135.742141], [35.045636, 135.741822]]",27,[],[]
908,"[35.00498544, 135.77595445]","[[35.005, 135.776], [35.005, 135.775857], [35.004723, 135.776], [35.004723, 135.775857]]",6,"['Gion, 祇園']",[72]
909,"[35.01969519, 135.67084215]","[[35.019859, 135.671067], [35.019859, 135.67041], [35.019506, 135.671067], [35.019506, 135.67041]]",11,[],[]
910,"[35.01991821, 135.67170564]","[[35.020019, 135.671813], [35.020019, 135.671263], [35.019794, 135.671813], [35.019794, 135.671263]]",11,[],[]
911,"[35.02002248, 135.6724146]","[[35.020296, 135.672729], [35.020296, 135.672241], [35.019666, 135.672729], [35.019666, 135.672241]]",22,[],[]
912,"[34.98675372, 135.74304275]","[[34.987815, 135.743916], [34.987815, 135.742397], [34.986268, 135.743916], [34.986268, 135.742397]]",186,[],[]
913,"[34.98701474, 135.74442548]","[[34.987534, 135.744705], [34.987534, 135.744066], [34.98662, 135.744705], [34.98662, 135.744066]]",59,[],[]
914,"[34.99169783, 135.77039233]","[[34.991901, 135.771033], [34.991901, 135.769811], [34.991164, 135.771033], [34.991164, 135.769811]]",56,[],[]
915,"[34.99165842, 135.77191149]","[[34.992298, 135.772444], [34.992298, 135.771274], [34.990909, 135.772444], [34.990909, 135.771274]]",107,"['Toyokuni Shrine, 豊国神社']",[75]
916,"[34.99277955, 135.77156366]","[[34.993147, 135.772047], [34.993147, 135.771102], [34.992738, 135.772047], [34.992738, 135.771102]]",81,[],[]
917,"[35.01440843, 135.71355993]","[[35.01467, 135.713588], [35.01467, 135.713283], [35.0141, 135.713588], [35.0141, 135.713283]]",10,[],[]
918,"[35.00778759, 135.75813504]","[[35.007942, 135.758174], [35.007942, 135.758078], [35.007783, 135.758174], [35.007783, 135.758078]]",3,[],[]
919,"[34.9844027, 135.71042161]","[[34.984609, 135.710647], [34.984609, 135.710356], [34.984248, 135.710647], [34.984248, 135.710356]]",9,[],[]
920,"[34.98425203, 135.71062983]","[[34.984195, 135.71069], [34.984195, 135.71056], [34.984057, 135.71069], [34.984057, 135.71056]]",3,[],[]
921,"[34.98405054, 135.71046918]","[[34.98405, 135.710689], [34.98405, 135.710447], [34.983963, 135.710689], [34.983963, 135.710447]]",3,[],[]
922,"[34.98358227, 135.70959264]","[[34.98364, 135.709757], [34.98364, 135.709571], [34.983405, 135.709757], [34.983405, 135.709571]]",7,[],[]
923,"[34.98361629, 135.71029242]","[[34.983648, 135.710527], [34.983648, 135.71007], [34.983568, 135.710527], [34.983568, 135.71007]]",5,[],[]
924,"[34.98398519, 135.70982549]","[[34.984177, 135.710075], [34.984177, 135.709739], [34.983933, 135.710075], [34.983933, 135.709739]]",8,[],[]
925,"[34.98440409, 135.70965158]","[[34.984581, 135.709898], [34.984581, 135.709584], [34.984374, 135.709898], [34.984374, 135.709584]]",6,[],[]
926,"[34.99943462, 135.78281201]","[[34.999628, 135.782829], [34.999628, 135.782775], [34.999206, 135.782829], [34.999206, 135.782775]]",9,"['Kyoto Ryozen Gokoku Shrine, 京都霊山護国神社']",[67]
927,"[35.00911387, 135.67493926]","[[35.009512, 135.675028], [35.009512, 135.674371], [35.008557, 135.675028], [35.008557, 135.674371]]",144,"['Arashiyama Monkey Park Iwatayama, 嵐山モンキーパーク']",[11]
928,"[35.00870828, 135.67533551]","[[35.008908, 135.67558], [35.008908, 135.675333], [35.008439, 135.67558], [35.008439, 135.675333]]",15,"['Arashiyama Monkey Park Iwatayama, 嵐山モンキーパーク']",[11]
929,"[34.98476015, 135.74811972]","[[34.985003, 135.748406], [34.985003, 135.747671], [34.984721, 135.748406], [34.984721, 135.747671]]",7,[],[]
930,"[35.00849982, 135.75501195]","[[35.00933, 135.755481], [35.00933, 135.754422], [35.008346, 135.755481], [35.008346, 135.754422]]",186,[],[]
931,"[35.0420663, 135.74643485]","[[35.042584, 135.74671], [35.042584, 135.745925], [35.041662, 135.74671], [35.041662, 135.745925]]",50,"['Daitoku-ji, 大徳寺']",[35]
932,"[35.04209081, 135.74600469]","[[35.042397, 135.745686], [35.042397, 135.745418], [35.041644, 135.745686], [35.041644, 135.745418]]",17,"['Daitoku-ji, 大徳寺']",[35]
933,"[35.04240546, 135.7455951]","[[35.042897, 135.745911], [35.042897, 135.745274], [35.042426, 135.745911], [35.042426, 135.745274]]",31,"['Daitoku-ji, 大徳寺']",[35]
934,"[34.99365015, 135.77856862]","[[34.994003, 135.778951], [34.994003, 135.778077], [34.993081, 135.778951], [34.993081, 135.778077]]",27,[],[]
935,"[34.99367389, 135.77802518]","[[34.993644, 135.777984], [34.993644, 135.777166], [34.9935, 135.777984], [34.9935, 135.777166]]",5,[],[]
936,"[35.01946515, 135.66820522]","[[35.01958, 135.668261], [35.01958, 135.668097], [35.01943, 135.668261], [35.01943, 135.668097]]",6,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
937,"[35.01953728, 135.66853485]","[[35.019713, 135.668752], [35.019713, 135.668388], [35.019394, 135.668752], [35.019394, 135.668388]]",26,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
938,"[35.01995452, 135.66861858]","[[35.02003, 135.668752], [35.02003, 135.66845], [35.019813, 135.668752], [35.019813, 135.66845]]",22,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
939,"[35.01973916, 135.66881782]","[[35.019883, 135.668927], [35.019883, 135.668685], [35.019566, 135.668927], [35.019566, 135.668685]]",38,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
940,"[35.01956469, 135.66887653]","[[35.019572, 135.668908], [35.019572, 135.668766], [35.019502, 135.668908], [35.019502, 135.668766]]",5,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
941,"[35.01962185, 135.66984089]","[[35.019725, 135.669861], [35.019725, 135.669738], [35.019558, 135.669861], [35.019558, 135.669738]]",5,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
942,"[35.01957581, 135.66963589]","[[35.019627, 135.669647], [35.019627, 135.669497], [35.019533, 135.669647], [35.019533, 135.669497]]",6,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
943,"[35.01988032, 135.66949315]","[[35.019912, 135.669509], [35.019912, 135.669372], [35.019851, 135.669509], [35.019851, 135.669372]]",4,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
944,"[35.01964352, 135.66949003]","[[35.019736, 135.6695], [35.019736, 135.669413], [35.0195, 135.6695], [35.0195, 135.669413]]",4,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
945,"[35.01957132, 135.66925312]","[[35.019719, 135.669342], [35.019719, 135.669188], [35.0195, 135.669342], [35.0195, 135.669188]]",12,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
946,"[35.01969283, 135.66905082]","[[35.019833, 135.66915], [35.019833, 135.668991], [35.01955, 135.66915], [35.01955, 135.668991]]",25,"['Jōjakkō-ji Temple, 常寂光寺']",[8]
947,"[35.02347204, 135.66699362]","[[35.023544, 135.667265], [35.023544, 135.666754], [35.023284, 135.667265], [35.023284, 135.666754]]",15,"['Giouji Temple, 祇王寺']",[5]
948,"[35.00828677, 135.7745944]","[[35.008597, 135.775051], [35.008597, 135.774192], [35.007924, 135.775051], [35.007924, 135.774192]]",32,[],[]
949,"[35.01048696, 135.76237027]","[[35.011017, 135.762648], [35.011017, 135.762283], [35.010314, 135.762648], [35.010314, 135.762283]]",11,"['Kawaramachi Street, 河原町']",[88]
950,"[35.01106464, 135.76147005]","[[35.011723, 135.762176], [35.011723, 135.761], [35.010833, 135.762176], [35.010833, 135.761]]",52,[],[]
951,"[35.00919036, 135.77599839]","[[35.0096, 135.7764], [35.0096, 135.775909], [35.00919, 135.7764], [35.00919, 135.775909]]",27,[],[]
952,"[35.00900824, 135.77684014]","[[35.009483, 135.776916], [35.009483, 135.776444], [35.0088, 135.776916], [35.0088, 135.776444]]",10,[],[]
953,"[34.99994855, 135.76859332]","[[35.0, 135.769299], [35.0, 135.76801], [34.999167, 135.769299], [34.999167, 135.76801]]",109,[],[]
